" ""class"" "," ""classCount"" ",  ,  ,
" ""http://www.w3.org/1999/02/22-rdf-syntax-ns#Property"" "," ""89"" ",  ,  ,
" ""http://www.w3.org/2002/07/owl#TransitiveProperty"" "," ""4"" ",  ,  ,
" ""http://www.w3.org/2002/07/owl#SymmetricProperty"" "," ""4"" ",  ,  ,
" ""http://www.w3.org/1999/02/22-rdf-syntax-ns#List"" "," ""1"" ",  ,  ,
" ""http://www.w3.org/2000/01/rdf-schema#Class"" "," ""3"" ",  ,  ,
" ""http://www.w3.org/2000/01/rdf-schema#Datatype"" "," ""3"" ",  ,  ,
" ""http://www.w3.org/2000/01/rdf-schema#ContainerMembershipProperty"" "," ""1"" ",  ,  ,
" ""http://schema.org/NGO"" "," ""28"" ",  ,  ,
" ""http://schema.org/SportsOrganization"" "," ""10"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Human"" "," ""1778"" ",,  ,  
" ""http://schema.org/Country"" "," ""87"" ",  ,  ,
" ""http://schema.org/Organization"" "," ""150"" ",  ,  ,
" ""http://schema.org/State"" "," ""29"" ",  ,  ,
" ""http://yago-knowledge.org/resource/U.S._state"" "," ""50"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Sovereign_state"" "," ""38"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Twin"" "," ""3"" ",  ,  ,
" ""http://schema.org/City"" "," ""139"" ",  ,  ,
" ""http://schema.org/Corporation"" "," ""103"" ",  ,  ,
" ""http://schema.org/Place"" "," ""112"" ",  ,  ,
" ""http://schema.org/Movie"" "," ""3473"" ",,  ,  
" ""http://schema.org/Language"" "," ""35"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Modern_language"" "," ""33"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Natural_language"" "," ""5"" ",  ,  ,
" ""http://schema.org/SportsTeam"" "," ""23"" ",  ,  ,
" ""http://schema.org/Thing"" "," ""266"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Mobile_operating_system"" "," ""13"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Unix-like"" "," ""3"" ",  ,  ,
" ""http://schema.org/TVSeries"" "," ""232"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Island_country"" "," ""8"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Republic"" "," ""3"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Business"" "," ""52"" ",  ,  ,
" ""http://schema.org/AdministrativeArea"" "," ""209"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Capital_city"" "," ""16"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Financial_centre"" "," ""2"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Metropolis"" "," ""4"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Operating_system"" "," ""59"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Proprietary_software"" "," ""17"" ",  ,  ,
" ""http://schema.org/Product"" "," ""15"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Empire"" "," ""2"" ",  ,  ,
" ""http://schema.org/Occupation"" "," ""27"" ",  ,  ,
" ""http://yago-knowledge.org/resource/City-state"" "," ""3"" ",  ,  ,
" ""http://schema.org/MusicGroup"" "," ""34"" ",  ,  ,
" ""http://yago-knowledge.org/resource/War"" "," ""2"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Commonwealth_realm"" "," ""5"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Federation"" "," ""2"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Billionaire"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Landlocked_country"" "," ""2"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Civil_war"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Work_of_art"" "," ""2"" ",  ,  ,
" ""http://schema.org/CreativeWork"" "," ""794"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Hardcover"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/3D_film"" "," ""112"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Feature_film"" "," ""62"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Cult_film"" "," ""2"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Television_film"" "," ""110"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Live_album"" "," ""19"" ",  ,  ,
" ""http://schema.org/TVEpisode"" "," ""464"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Animated_film"" "," ""8"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Anthology_film"" "," ""9"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Miniseries"" "," ""28"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Short_film"" "," ""51"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Live-action_animated_film"" "," ""9"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Rockumentary"" "," ""6"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Remake"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Narrative_film"" "," ""5"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Music_video"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Advertising"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Bunkobon"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Television_pilot"" "," ""3"" ",  ,  ,
" ""http://schema.org/CreativeWorkSeries"" "," ""5"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Television_show"" "," ""5"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Television_special"" "," ""2"" ",  ,  ,
" ""http://schema.org/MusicAlbum"" "," ""183"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Anime"" "," ""3"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Sports_competition"" "," ""1"" ",  ,  ,
" ""http://schema.org/EventSeries"" "," ""3"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Public_company"" "," ""3"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Animation_studio"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Order_(distinction)"" "," ""96"" ",  ,  ,
" ""http://yago-knowledge.org/resource/MTV_Movie_&_TV_Awards"" "," ""9"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Award"" "," ""191"" ",  ,  ,
" ""http://schema.org/Museum"" "," ""11"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Scholarship"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Medal"" "," ""19"" ",  ,  ,
" ""http://yago-knowledge.org/resource/ESPY_Award"" "," ""10"" ",  ,  ,
" ""http://yago-knowledge.org/resource/List_of_halls_and_walks_of_fame"" "," ""7"" ",  ,  ,
" ""http://yago-knowledge.org/resource/MTV_Video_Music_Award"" "," ""16"" ",  ,  ,
" ""http://yago-knowledge.org/resource/NAACP_Image_Awards"" "," ""4"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Film_award"" "," ""15"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Golden_Globe_Awards"" "," ""12"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Academy_Awards"" "," ""15"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Grammy_Award"" "," ""22"" ",  ,  ,
" ""http://schema.org/TouristAttraction"" "," ""6"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Monument"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Music_award"" "," ""11"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Teen_Choice_Awards"" "," ""9"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Golden_Raspberry_Awards"" "," ""8"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Screen_Actors_Guild_Awards"" "," ""13"" ",  ,  ,
" ""http://yago-knowledge.org/resource/British_Independent_Film_Awards"" "," ""2"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Order_of_chivalry"" "," ""14"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Saturn_Awards"" "," ""9"" ",  ,  ,
" ""http://yago-knowledge.org/resource/British_Academy_Film_Awards"" "," ""9"" ",  ,  ,
" ""http://yago-knowledge.org/resource/People's_Choice_Awards"" "," ""4"" ",  ,  ,
" ""http://yago-knowledge.org/resource/MTV_Europe_Music_Award"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Primetime_Emmy_Award"" "," ""17"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Critics'_Choice_Movie_Awards"" "," ""4"" ",  ,  ,
" ""http://yago-knowledge.org/resource/AACTA_Awards"" "," ""3"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Street"" "," ""2"" ",  ,  ,
" ""http://yago-knowledge.org/resource/European_Film_Awards"" "," ""2"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Service_medal"" "," ""2"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Awards_ceremony"" "," ""7"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Nobel_Peace_Prize"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Environmental_award"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Campaign_medal"" "," ""7"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Imperial_royal_and_noble_ranks"" "," ""3"" ",,  ,  
" ""http://yago-knowledge.org/resource/Military_awards_and_decorations"" "," ""5"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Independent_Spirit_Awards"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Election"" "," ""1"" ",  ,  ,
" ""http://schema.org/Periodical"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/César_Award"" "," ""1"" ",  ,  ,
" ""http://schema.org/Event"" "," ""10"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Daytime_Emmy_Award"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Literary_award"" "," ""4"" ",  ,  ,
" ""http://schema.org/WebPage"" "," ""3"" ",  ,  ,
" ""http://yago-knowledge.org/resource/David_di_Donatello"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Prize"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Civil_awards_and_decorations"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Title_of_honor"" "," ""4"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Orders_of_chivalry_for_women"" "," ""5"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Memorial"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/San_Diego_Film_Critics_Society"" "," ""2"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Satellite_Awards"" "," ""2"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Open-source_license"" "," ""2"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Free_software_license"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Edition_(book)"" "," ""4"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Permissive_software_license"" "," ""1"" ",  ,  ,
" ""http://schema.org/CollegeOrUniversity"" "," ""24"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Academic_institution"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/University_college"" "," ""3"" ",  ,  ,
" ""http://schema.org/School"" "," ""42"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Nonprofit_organization"" "," ""19"" ",  ,  ,
" ""http://schema.org/EducationalOrganization"" "," ""57"" ",  ,  ,
" ""http://yago-knowledge.org/resource/University"" "," ""33"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Colleges_of_the_University_of_Oxford"" "," ""3"" ",  ,  ,
" ""http://yago-knowledge.org/resource/College"" "," ""10"" ",  ,  ,
" ""http://yago-knowledge.org/resource/High_school_(North_America)"" "," ""44"" ",  ,  ,
" ""http://yago-knowledge.org/resource/State_school"" "," ""17"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Catholic_higher_education"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Private_university"" "," ""10"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Research_university"" "," ""10"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Law_school"" "," ""7"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Art_school"" "," ""8"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Community_school_(England_and_Wales)"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Secondary_school"" "," ""5"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Drama_school"" "," ""8"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Conservatory_of_music"" "," ""4"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Colleges_of_the_University_of_Cambridge"" "," ""2"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Independent_school_(United_Kingdom)"" "," ""19"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Boarding_school"" "," ""15"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Film_school"" "," ""2"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Land-grant_university"" "," ""4"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Public_university"" "," ""6"" ",  ,  ,
" ""http://yago-knowledge.org/resource/College-preparatory_school"" "," ""5"" ",  ,  ,
" ""http://schema.org/ArchiveOrganization"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Liberal_arts_college"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Business_school"" "," ""4"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Community_college"" "," ""3"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Military_academy"" "," ""6"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Grammar_school"" "," ""3"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Educational_institution"" "," ""4"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Charter_school"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Abbey"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Cultural_property"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Parish_church"" "," ""1"" ",  ,  ,
" ""http://schema.org/MiddleSchool"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Preparatory_school_(United_Kingdom)"" "," ""1"" ",  ,  ,
" ""http://schema.org/DefenceEstablishment"" "," ""3"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Naval_academy"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Music_school"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Neighbourhood"" "," ""19"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Academy_(English_school)"" "," ""2"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Single_(music)"" "," ""279"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Song"" "," ""457"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Compilation_album"" "," ""67"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Double_album"" "," ""6"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Academy_of_sciences"" "," ""12"" ",  ,  ,
" ""http://yago-knowledge.org/resource/National_academy"" "," ""9"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Regions_of_France"" "," ""16"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Island"" "," ""15"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Provinces_of_Afghanistan"" "," ""34"" ",  ,  ,
" ""http://schema.org/MusicComposition"" "," ""133"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Instrumental"" "," ""4"" ",  ,  ,
" ""http://schema.org/TVSeason"" "," ""54"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Oblasts_of_Russia"" "," ""46"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Census-designated_place"" "," ""4"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Sonnet"" "," ""148"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Surname"" "," ""99"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Record_label"" "," ""15"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Studio_album"" "," ""56"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Provinces_of_the_Netherlands"" "," ""12"" ",  ,  ,
" ""http://schema.org/ComicSeries"" "," ""7"" ",  ,  ,
" ""http://schema.org/ComicStory"" "," ""6"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Seinen_manga"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Profession"" "," ""57"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Political_party"" "," ""13"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Location"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Shōjo_manga"" "," ""2"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Military_branch"" "," ""2"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Intergovernmental_organization"" "," ""27"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Military_alliance"" "," ""5"" ",  ,  ,
" ""http://yago-knowledge.org/resource/County_seat"" "," ""10"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Soviet_(council)"" "," ""2"" ",  ,  ,
" ""http://schema.org/Play"" "," ""61"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Prefectures_of_Japan"" "," ""45"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Gay_village"" "," ""4"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Provinces_of_China"" "," ""23"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Provinces_of_Turkey"" "," ""80"" ",  ,  ,
" ""http://schema.org/GovernmentOffice"" "," ""8"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Specialist_law_enforcement_agency"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/International_organization"" "," ""45"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Comic_book"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Limited_series_(comics)"" "," ""2"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Legal_profession"" "," ""3"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Ranch"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Seminary"" "," ""3"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Given_name"" "," ""5"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Literary_fragment"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/English_country_house"" "," ""4"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Republics_of_the_Soviet_Union"" "," ""10"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Dress"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Ceremonial_counties_of_England"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Political_division"" "," ""3"" ",  ,  ,
" ""http://schema.org/VideoGame"" "," ""16"" ",  ,  ,
" ""http://schema.org/Painting"" "," ""15"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Prime_version"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Shell_(computing)"" "," ""1"" ",  ,  ,
" ""http://schema.org/SoftwareApplication"" "," ""10"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Independent_agencies_of_the_United_States_government"" "," ""6"" ",  ,  ,
" ""http://yago-knowledge.org/resource/National_archives"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Metropolitan_area"" "," ""3"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Regions_of_the_Philippines"" "," ""18"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Executive_order"" "," ""66"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Regional_organization"" "," ""4"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Neighborhoods_in_Washington_D.C."" "," ""1"" ",,  ,  
" ""http://yago-knowledge.org/resource/Subsidiary"" "," ""5"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Research_institute"" "," ""4"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Extended_play"" "," ""3"" ",  ,  ,
" ""http://schema.org/SportsEvent"" "," ""4"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Soundtrack"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Soundtrack_album"" "," ""8"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Institution"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Novel"" "," ""5"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Historic_house_museum"" "," ""9"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Mansion"" "," ""4"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Debut_novel"" "," ""1"" ",  ,  ,
" ""http://schema.org/BookSeries"" "," ""7"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Style_(form_of_address)"" "," ""2"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Application_framework"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Software_development_kit"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Concert_film"" "," ""2"" ",  ,  ,
" ""http://schema.org/Dataset"" "," ""5"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Free_software"" "," ""4"" ",  ,  ,
" ""http://yago-knowledge.org/resource/International_financial_institutions"" "," ""6"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Municipalities_of_Switzerland"" "," ""4"" ",  ,  ,
" ""http://schema.org/Book"" "," ""7"" ",  ,  ,
" ""http://schema.org/Collection"" "," ""8"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Borough_(New_Jersey)"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/County_town"" "," ""4"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Historical_period"" "," ""2"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Think_tank"" "," ""2"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Standard_language"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/System_software"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Web_series"" "," ""2"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Provinces_of_South_Africa"" "," ""9"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Nation"" "," ""2"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Republics_of_Russia"" "," ""22"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Supercontinent"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Palace"" "," ""4"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Independent_city_(United_States)"" "," ""2"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Electric_utility"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Semi-detached"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Foundation_(nonprofit)"" "," ""4"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Law_enforcement_agency"" "," ""1"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Union_territory"" "," ""7"" ",  ,  ,
" ""http://yago-knowledge.org/resource/Regions_of_New_Zealand"" "," ""15"" ",  ,  ,
